loss,val_ser,val_mv2h,val_recon_ser,test_ser,test_mv2h,test_recon_ser
5.67858362197876,100.0,0.0,100.0,-,-,-
4.9816813468933105,100.0,0.0,100.0,-,-,-
4.7061872482299805,100.0,0.0,100.0,-,-,-
4.662181854248047,100.0,0.0,100.0,-,-,-
4.8328022956848145,100.0,0.0,100.0,-,-,-
4.858610153198242,100.0,0.0,100.0,-,-,-
4.710536003112793,100.0,0.0,100.0,-,-,-
4.713146209716797,100.0,0.0,100.0,-,-,-
4.702270030975342,96.42105263157895,0.0,96.42105263157895,-,-,-
4.535041809082031,96.42105263157895,0.0,96.42105263157895,-,-,-
4.560068607330322,96.42105263157895,0.0,96.42105263157895,-,-,-
4.309604167938232,96.42105263157895,0.0,96.42105263157895,-,-,-
4.536996841430664,96.42105263157895,0.0,96.42105263157895,-,-,-
4.590033531188965,96.35087719298245,0.0,96.35087719298245,-,-,-
4.087856292724609,94.24561403508773,0.0,94.24561403508773,-,-,-
4.080143928527832,94.24561403508773,0.0,94.24561403508773,-,-,-
4.167052745819092,94.24561403508773,0.0,94.24561403508773,-,-,-
4.217991828918457,93.89473684210526,0.0,93.89473684210526,-,-,-
4.279237747192383,94.24561403508773,0.0,94.24561403508773,-,-,-
4.095362663269043,94.10526315789474,0.0,94.10526315789474,-,-,-
3.891313076019287,94.17543859649123,0.0,94.17543859649123,-,-,-
3.815047025680542,93.47368421052632,0.0,93.47368421052632,-,-,-
3.710958957672119,93.19298245614036,0.0,93.19298245614036,-,-,-
3.6702303886413574,93.19298245614036,0.0,93.19298245614036,-,-,-
3.3059680461883545,93.05263157894737,0.0,93.05263157894737,-,-,-
3.2578847408294678,92.98245614035088,0.0,92.98245614035088,-,-,-
3.2366700172424316,92.98245614035088,0.0,92.98245614035088,-,-,-
3.058863401412964,92.91228070175438,0.0,92.91228070175438,-,-,-
3.0488624572753906,92.84210526315789,0.0,92.84210526315789,-,-,-
2.8422229290008545,92.84210526315789,0.0,92.84210526315789,-,-,-
2.491680145263672,92.7719298245614,0.0,92.7719298245614,-,-,-
2.4393985271453857,92.49122807017544,0.0,92.49122807017544,-,-,-
2.492001533508301,92.70175438596492,0.0,92.70175438596492,-,-,-
2.2162013053894043,92.63157894736842,0.0,92.63157894736842,-,-,-
2.0780959129333496,92.70175438596492,0.0,92.70175438596492,-,-,-
2.043610095977783,92.84210526315789,0.0,92.84210526315789,-,-,-
2.008570432662964,92.91228070175438,0.0,92.91228070175438,-,-,-
1.8197994232177734,91.85964912280701,0.0,91.85964912280701,-,-,-
1.816699743270874,90.94736842105263,0.0,90.94736842105263,-,-,-
1.8194713592529297,87.9298245614035,0.0,87.9298245614035,-,-,-
1.9191999435424805,86.87719298245614,1.3314878892733564,86.87719298245614,-,-,-
1.8192486763000488,81.75438596491227,5.649993632616224,81.75438596491227,-,-,-
1.6234548091888428,77.33333333333333,6.825005733287467,77.33333333333333,-,-,-
1.8953100442886353,74.17543859649123,8.798445971974552,74.17543859649123,-,-,-
1.6251866817474365,72.84210526315789,6.780649496296909,72.84210526315789,-,-,-
1.4783523082733154,66.80701754385964,12.933730192040366,66.80701754385964,-,-,-
1.389143466949463,70.73684210526316,12.111064746828777,70.73684210526316,-,-,-
1.5963478088378906,67.85964912280701,9.51096932005751,67.85964912280701,-,-,-
1.5847700834274292,65.82456140350877,5.53416317149699,65.82456140350877,-,-,-
1.4350156784057617,59.92982456140351,8.155564667755922,59.92982456140351,-,-,-
1.5242747068405151,54.80701754385965,15.969587902056631,54.80701754385965,-,-,-
1.4158737659454346,56.280701754385966,12.986282900040308,56.280701754385966,-,-,-
1.3968709707260132,54.45614035087719,18.196992322207727,54.45614035087719,-,-,-
1.3732447624206543,52.421052631578945,12.842582885397706,52.421052631578945,-,-,-
1.1283583641052246,48.49122807017544,20.76161552749154,48.49122807017544,-,-,-
1.467930555343628,52.0,15.785308628845787,52.0,-,-,-
1.2940785884857178,47.08771929824562,27.99458346168105,47.08771929824562,-,-,-
1.4518262147903442,48.98245614035088,19.163022226798702,48.98245614035088,-,-,-
1.371438980102539,46.31578947368421,21.66883428661684,46.31578947368421,-,-,-
1.1687953472137451,46.59649122807018,23.60977554218994,46.59649122807018,-,-,-
1.1986901760101318,48.56140350877193,25.656550372715493,48.56140350877193,-,-,-
1.0711208581924438,48.8421052631579,20.326966128422885,48.8421052631579,-,-,-
1.1597787141799927,46.87719298245614,25.633549714957155,46.87719298245614,-,-,-
1.1210429668426514,45.6140350877193,22.08729886455587,45.6140350877193,-,-,-
1.0645440816879272,46.24561403508772,24.012070360525854,46.24561403508772,-,-,-
1.046710729598999,45.12280701754386,26.23759179552401,45.12280701754386,-,-,-
1.018692970275879,45.12280701754386,33.54218441449353,45.12280701754386,-,-,-
0.9810695648193359,42.666666666666664,32.12114782387064,42.666666666666664,-,-,-
0.9591426253318787,43.578947368421055,38.54773719600056,43.578947368421055,-,-,-
1.0043003559112549,43.50877192982456,31.59402892676496,43.50877192982456,-,-,-
0.995373547077179,41.89473684210526,40.31310677976521,41.89473684210526,-,-,-
0.8999499082565308,40.91228070175438,41.46665187512695,40.91228070175438,-,-,-
0.8223952651023865,42.175438596491226,32.59312977193958,42.175438596491226,-,-,-
0.9945551753044128,41.54385964912281,36.0123353738638,41.54385964912281,-,-,-
0.8955890536308289,41.40350877192982,33.721029455188685,41.40350877192982,-,-,-
0.6621598601341248,41.89473684210526,30.381352433249653,41.89473684210526,-,-,-
0.7616726160049438,41.54385964912281,39.44697782372417,41.54385964912281,-,-,-
0.8822498321533203,39.36842105263158,40.764479888999226,39.36842105263158,-,-,-
0.7254238724708557,37.89473684210526,34.58878528455152,37.89473684210526,-,-,-
0.846440315246582,37.6140350877193,41.55305599202263,37.6140350877193,-,-,-
0.7853695154190063,36.49122807017544,42.48243826282153,36.49122807017544,-,-,-
0.7404791712760925,37.12280701754386,38.36368681082356,37.12280701754386,-,-,-
0.7776339650154114,37.333333333333336,40.00486549878414,37.333333333333336,-,-,-
0.6694924235343933,33.89473684210526,40.9182638756209,33.89473684210526,-,-,-
0.7661831378936768,37.40350877192982,45.73371317726498,37.40350877192982,-,-,-
0.5894359350204468,36.49122807017544,35.58578636370577,36.49122807017544,-,-,-
0.6788321137428284,36.56140350877193,38.855567277504974,36.56140350877193,-,-,-
0.6085120439529419,34.45614035087719,37.38356829328615,34.45614035087719,-,-,-
0.7276055216789246,35.578947368421055,39.05279955376749,35.578947368421055,-,-,-
0.6713272333145142,35.228070175438596,38.2435691275892,35.228070175438596,-,-,-
0.5392287373542786,34.3859649122807,35.65411488466508,34.3859649122807,-,-,-
0.6046829223632812,35.719298245614034,35.56362917779252,35.719298245614034,-,-,-
0.5658883452415466,33.96491228070175,42.06667522609983,33.96491228070175,-,-,-
0.6087075471878052,32.91228070175438,40.18633543421603,32.91228070175438,-,-,-
0.6174890398979187,33.40350877192982,46.352586928946984,33.40350877192982,-,-,-
0.5996291637420654,33.40350877192982,53.760293521900046,33.40350877192982,-,-,-
0.6312553882598877,33.6140350877193,48.20945185377834,33.6140350877193,-,-,-
0.696755588054657,33.473684210526315,48.815483312086215,33.473684210526315,-,-,-
0.5880151391029358,30.80701754385965,49.146716614792915,30.80701754385965,-,-,-
0.48120129108428955,32.98245614035088,46.8370111558354,32.98245614035088,-,-,-
0.524019718170166,33.824561403508774,43.457637913956965,33.824561403508774,-,-,-
0.48008960485458374,33.68421052631579,49.837190467913395,33.68421052631579,-,-,-
0.5236682295799255,31.92982456140351,46.368555043584095,31.92982456140351,-,-,-
0.46321603655815125,33.12280701754386,37.94165884109036,33.12280701754386,-,-,-
0.4605247676372528,32.421052631578945,44.139705215484604,32.421052631578945,-,-,-
0.4368232488632202,32.21052631578947,49.35348631345157,32.21052631578947,-,-,-
